log,backbone,batch_size,embedding_size,epochs,freeze_layers,grad_clip,hidden_size,lr,n_layers,rnn_type,strategy,weight_decay,n_runs,total_params,trainable_params,mt_score_mean,mt_score_std,test_next_activity_acc_mean,test_next_activity_acc_std,test_next_activity_loss_mean,test_next_activity_loss_std,test_next_remaining_time_loss_mean,test_next_remaining_time_loss_std,test_next_time_to_next_event_loss_mean,test_next_time_to_next_event_loss_std,best_test_next_activity_acc_mean,best_test_next_activity_acc_std,best_test_next_activity_loss_mean,best_test_next_activity_loss_std,best_test_next_remaining_time_loss_mean,best_test_next_remaining_time_loss_std,best_test_next_time_to_next_event_loss_mean,best_test_next_time_to_next_event_loss_std,Dataset,Backbone_pretty,test_next_activity_acc_mean_std,test_next_activity_loss_mean_std,test_next_remaining_time_loss_mean_std,test_next_time_to_next_event_loss_mean_std,best_test_next_activity_acc_mean_std,best_test_next_activity_loss_mean_std,best_test_next_remaining_time_loss_mean_std,best_test_next_time_to_next_event_loss_mean_std,Runtime (h),Setting,lora_alpha,r,few_shot_k
BPI12,gpt2,8.0,768.0,10.0,0,5.0,768.0,5e-05,1.0,lstm,sum,0.1,5.0,124497437.0,7145501.0,2.653486718284749,0.0221986985562662,0.7347404918501572,0.0249770180586732,0.7977233848999253,0.0579014170490949,2.6894665076485778,0.1326125802350443,1.4193858905149022,0.0202411232802527,0.7502073205604805,0.0220323663762913,0.7598997201669342,0.0376322028009933,1.9854313698424413,0.0863005344939812,1.3997540624190687,0.0164701029992897,BPI12,GPT2,0.7347 ± 0.025,0.7977 ± 0.0579,2.6895 ± 0.1326,1.4194 ± 0.0202,0.7502 ± 0.022,0.7599 ± 0.0376,1.9854 ± 0.0863,1.3998 ± 0.0165,0.06041 ± 0.00031,Freezing-[0],,,
BPI12,gpt2,8.0,768.0,10.0,,5.0,768.0,5e-05,1.0,,sum,0.1,10.0,162246173.0,37806365.0,2.551378212508111,0.11252301196546152,0.6443934086359737,0.09381465176672335,1.014415274180785,0.42427781010302407,2.629028867580051,0.13247438197855804,1.4960278378241965,0.06627259870983845,0.7503449385187303,0.016701405549301336,0.7673812015728334,0.03491268132564694,2.3600526796785894,0.05295022347434414,1.4249106991337555,0.03946704575760086,BPI12,GPT2,0.6444 ± 0.0938,1.0144 ± 0.4243,2.629 ± 0.1325,1.496 ± 0.0663,0.7503 ± 0.0167,0.7674 ± 0.0349,2.3601 ± 0.053,1.4249 ± 0.0395,0.13659 ± 0.07217,LoRA,512.0,256.0,
BPI12,gpt2,8.0,768.0,0.0,,5.0,768.0,5e-05,1.0,lstm,sum,0.1,5.0,124497437.0,57629.0,1.7824295874352185,0.2519018198234129,0.0394838432942522,0.0327737620777065,4.134210438028825,0.5134518505279245,3.704886843459316,4.374521873500696,2.0566733185004806,1.0724851844727787,0.0394838432942522,0.0327737620777065,4.134210438028825,0.5134518505279245,3.704886843459316,4.374521873500696,2.0566733185004806,1.0724851844727787,BPI12,GPT2,0.0395 ± 0.0328,4.1342 ± 0.5135,3.7049 ± 4.3745,2.0567 ± 1.0725,0.0395 ± 0.0328,4.1342 ± 0.5135,3.7049 ± 4.3745,2.0567 ± 1.0725,0.00102 ± 0.00003,ZeroShot,,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,414749.0,1.965937551644296,0.0460472127565685,0.0798934801258221,0.0341461127339956,3.6757339778067832,0.221671187182934,1.7119814361862395,0.2359572812644013,1.6090494661030543,0.0567542751059967,0.0876394052044609,0.0281370899906423,3.480285181970572,0.1925825523158013,1.3363434743601694,0.1229558129641344,1.5518665427241387,0.0225744844152423,BPI12,Gemma-2-2B,0.0799 ± 0.0341,3.6757 ± 0.2217,1.712 ± 0.236,1.609 ± 0.0568,0.0876 ± 0.0281,3.4803 ± 0.1926,1.3363 ± 0.123,1.5519 ± 0.0226,0.11437 ± 0.00098,FewShot-Freezing,,,8.0
BPI12,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,,sum,0.1,5.0,2946782237.0,332440349.0,1.80473832835439,0.22773008897783278,0.07509651129539605,0.04960301252310457,4.154940436109325,0.8314469531789741,3.524664434861985,2.3271417901237275,2.501980295490174,1.330337391912861,0.09532098941950243,0.049637782694358874,3.1654256537058094,0.2168727443005767,1.4306587910393085,0.23711611365816032,1.6081865264519475,0.06770103912692922,BPI12,Gemma-2-2B,0.0751 ± 0.0496,4.1549 ± 0.8314,3.5247 ± 2.3271,2.502 ± 1.3303,0.0953 ± 0.0496,3.1654 ± 0.2169,1.4307 ± 0.2371,1.6082 ± 0.0677,0.14829 ± 0.00058,FewShot-LoRA,512.0,256.0,8.0
BPI12,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,414749.0,2.30275243657454,0.0369965583480351,0.3911853016871604,0.0313873959001114,1.4898118881283402,0.0317942225311145,2.0048443129457683,0.0841146605428384,1.5120754600263928,0.0316715840395908,0.4027630826422648,0.0211441786815707,1.4815972832072828,0.0363564422769651,1.9841655460438503,0.0927765073682461,1.475538539928433,0.0157264456841862,BPI12,Gemma-2-2B,0.3912 ± 0.0314,1.4898 ± 0.0318,2.0048 ± 0.0841,1.5121 ± 0.0317,0.4028 ± 0.0211,1.4816 ± 0.0364,1.9842 ± 0.0928,1.4755 ± 0.0157,0.63840 ± 0.00268,Freezing,,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,"-1,-2",5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,156128285.0,2.6460239559623817,0.0693849634198174,0.7408957678009722,0.0644246093472482,0.758728104805926,0.1566528087440855,2.9607473719822144,0.0668423100913839,1.4069588332250889,0.057361023582672,0.7920896482699457,0.0108928587899225,0.6666438768301687,0.0472172704187009,2.190176728495479,0.1722633400708928,1.360185308692578,0.0078526090656431,BPI12,Gemma-2-2B,0.7409 ± 0.0644,0.7587 ± 0.1567,2.9607 ± 0.0668,1.407 ± 0.0574,0.7921 ± 0.0109,0.6666 ± 0.0472,2.1902 ± 0.1723,1.3602 ± 0.0079,0.70089 ± 0.00147,"Freezing-[-1, -2]",,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,-1,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,78271517.0,2.670142038818032,0.0819121940671845,0.7481090935087218,0.0678254302177274,0.8251637257343706,0.316368221660284,2.648449474748804,0.1867012887677662,1.4280623926434834,0.0204692598885051,0.8007327709465256,0.0061441329398278,0.6463930272224258,0.042883832507218,2.2036046872081143,0.175526863450988,1.3601112543475105,0.0117043758783179,BPI12,Gemma-2-2B,0.7481 ± 0.0678,0.8252 ± 0.3164,2.6484 ± 0.1867,1.4281 ± 0.0205,0.8007 ± 0.0061,0.6464 ± 0.0429,2.2036 ± 0.1755,1.3601 ± 0.0117,0.66969 ± 0.00339,Freezing-[-1],,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,"0,1",5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,156128285.0,2.673916573994327,0.0680534466454136,0.7327888189877038,0.0603074766279362,0.7753307895691762,0.0927292366151911,2.413002672944456,0.1309229732022202,1.3020860863800985,0.0234066936161971,0.796993851873034,0.0120587052808679,0.6982997246067422,0.0244301440679866,2.3113180315583675,0.1782673194842324,1.2988797173555766,0.0189769934125366,BPI12,Gemma-2-2B,0.7328 ± 0.0603,0.7753 ± 0.0927,2.413 ± 0.1309,1.3021 ± 0.0234,0.797 ± 0.0121,0.6983 ± 0.0244,2.3113 ± 0.1783,1.2989 ± 0.019,0.70158 ± 0.00118,"Freezing-[0, 1]",,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,0,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,78271517.0,2.730374125083382,0.006724259263363,0.7857056048041178,0.0103327132214431,0.7290480320662269,0.0074456667075874,2.4202806488992668,0.1473850593595136,1.3369438110182152,0.0233132650370471,0.7932871032313411,0.0050581909603477,0.7206460445198906,0.0217208491846428,2.212179603171129,0.0645178870013078,1.3219247703566748,0.023764372650476,BPI12,Gemma-2-2B,0.7857 ± 0.0103,0.729 ± 0.0074,2.4203 ± 0.1474,1.3369 ± 0.0233,0.7933 ± 0.0051,0.7206 ± 0.0217,2.2122 ± 0.0645,1.3219 ± 0.0238,0.67204 ± 0.00218,Freezing-[0],,,
BPI12,gemma-2-2b,8.0,2304.0,10.0,,5.0,2304.0,5e-05,1.0,,sum,0.1,5.0,2946782237.0,332440349.0,2.543791492110871,0.06193795656911563,0.624996425507578,0.046659339754938245,1.1342087015207065,0.174442483227184,2.3834779973160893,0.24652979008758627,1.4898130338548972,0.08214797701674116,0.6511509865599084,0.05574988535935626,1.048637731161532,0.13946507450452697,2.085156595866732,0.10999124237360892,1.4165871834984731,0.05927178105720053,BPI12,Gemma-2-2B,0.625 ± 0.0467,1.1342 ± 0.1744,2.3835 ± 0.2465,1.4898 ± 0.0821,0.6512 ± 0.0557,1.0486 ± 0.1395,2.0852 ± 0.11,1.4166 ± 0.0593,0.93763 ± 0.00285,LoRA,512.0,256.0,
BPI12,gemma-2-2b,8.0,2304.0,0.0,,5.0,2304.0,5e-05,1.0,lstm,sum,0.1,5.0,2614514717.0,414749.0,1.6395063620848078,0.2265484147956424,0.0297612239062053,0.0183841943387687,4.444376227499111,0.6145360476037207,4.330644080803877,3.248711257342971,3.6357092122776633,2.514010421132074,0.0297612239062053,0.0183841943387687,4.444376227499111,0.6145360476037207,4.330644080803877,3.248711257342971,3.6357092122776633,2.514010421132074,BPI12,Gemma-2-2B,0.0298 ± 0.0184,4.4444 ± 0.6145,4.3306 ± 3.2487,3.6357 ± 2.514,0.0298 ± 0.0184,4.4444 ± 0.6145,4.3306 ± 3.2487,3.6357 ± 2.514,0.01072 ± 0.00068,ZeroShot,,,
BPI12,llama32-1b,8.0,2048.0,10.0,,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,221213.0,1.9494450777657069,0.0488345478190884,0.0692986845867886,0.035578942896911,3.660371483043838,0.2787471332408721,1.774273079311785,0.1756034113635704,1.62872959179375,0.0821095249101234,0.0958106948813268,0.0570422124487349,3.4526888551731125,0.2740515134771033,1.4765261204916986,0.1126439277298474,1.5745142570234174,0.0382700948242718,BPI12,Llama3.2-1B,0.0693 ± 0.0356,3.6604 ± 0.2787,1.7743 ± 0.1756,1.6287 ± 0.0821,0.0958 ± 0.057,3.4527 ± 0.2741,1.4765 ± 0.1126,1.5745 ± 0.0383,0.05542 ± 0.00024,FewShot-Freezing,,,8.0
BPI12,llama32-1b,8.0,2048.0,10.0,,5.0,2048.0,5e-05,1.0,,sum,0.1,5.0,1416323101.0,180508701.0,1.9149117072003556,0.07522162527366451,0.10169073491564198,0.0842811112269838,4.293121756053768,1.3087574812623826,2.828132729649316,0.9429659524717778,1.8239467367403333,0.2885410382323596,0.12461038032599372,0.07156179067965049,3.2138810010784042,0.23286207470791712,1.4269639563877512,0.3997450938470955,1.6122876785266775,0.06685216135157084,BPI12,Llama3.2-1B,0.1017 ± 0.0843,4.2931 ± 1.3088,2.8281 ± 0.943,1.8239 ± 0.2885,0.1246 ± 0.0716,3.2139 ± 0.2329,1.427 ± 0.3997,1.6123 ± 0.0669,0.07429 ± 0.00115,FewShot-LoRA,512.0,256.0,8.0
BPI12,llama32-1b,8.0,2048.0,10.0,,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,221213.0,2.449233764374397,0.0737764556600009,0.5212968258507292,0.0627143786294853,1.2960371355533873,0.1042994783107077,2.033677007837505,0.0926199412455204,1.4634924742956197,0.0229122908641166,0.5212968258507292,0.0627143786294853,1.2960371355533873,0.1042994783107077,2.002944976717344,0.118553078344002,1.4552039567872506,0.0247123780767014,BPI12,Llama3.2-1B,0.5213 ± 0.0627,1.296 ± 0.1043,2.0337 ± 0.0926,1.4635 ± 0.0229,0.5213 ± 0.0627,1.296 ± 0.1043,2.0029 ± 0.1186,1.4552 ± 0.0247,0.30779 ± 0.00020,Freezing,,,
BPI12,llama32-1b,8.0,2048.0,10.0,"-1,-2",5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,121856029.0,2.68891823695466,0.049548813433022,0.7589469545324563,0.029167878971534,0.7315713460100424,0.0839649903984357,2.586726150898416,0.2546825756838593,1.3751955943391505,0.0779705608685447,0.7981841578495853,0.0103815008077434,0.5955615844766106,0.0228362441665088,2.0947227621257936,0.3228333742849837,1.3410760957741903,0.0711788694432952,BPI12,Llama3.2-1B,0.7589 ± 0.0292,0.7316 ± 0.084,2.5867 ± 0.2547,1.3752 ± 0.078,0.7982 ± 0.0104,0.5956 ± 0.0228,2.0947 ± 0.3228,1.3411 ± 0.0712,0.35787 ± 0.00022,"Freezing-[-1, -2]",,,
BPI12,llama32-1b,8.0,2048.0,10.0,-1,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,61038621.0,2.6744447475207167,0.0624064784844045,0.7290105804975694,0.0546683188305234,0.8071649595643405,0.1424157796517361,2.326131958174094,0.2383600514980756,1.3035709581629158,0.0134263964054063,0.8007542179010582,0.0136315132610061,0.6521198994770095,0.0381582580654112,2.018093760735053,0.0645589440549447,1.2896138144525189,0.0151920758239577,BPI12,Llama3.2-1B,0.729 ± 0.0547,0.8072 ± 0.1424,2.3261 ± 0.2384,1.3036 ± 0.0134,0.8008 ± 0.0136,0.6521 ± 0.0382,2.0181 ± 0.0646,1.2896 ± 0.0152,0.33298 ± 0.00031,Freezing-[-1],,,
BPI12,llama32-1b,8.0,2048.0,10.0,"0,1",5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,121856029.0,2.7043654527091703,0.0380440857282984,0.7732735201601373,0.0287238057556697,0.6775497348812399,0.0624619365380828,2.560108993628827,0.1557094859146084,1.4078211722295748,0.0672490074663092,0.7999714040606234,0.0175950599820378,0.620771570773441,0.0507211559534833,2.0650594567180143,0.0799372189795809,1.29371124315764,0.0328115173564644,BPI12,Llama3.2-1B,0.7733 ± 0.0287,0.6775 ± 0.0625,2.5601 ± 0.1557,1.4078 ± 0.0672,0.8 ± 0.0176,0.6208 ± 0.0507,2.0651 ± 0.0799,1.2937 ± 0.0328,0.35825 ± 0.00021,"Freezing-[0, 1]",,,
BPI12,llama32-1b,8.0,2048.0,10.0,0,5.0,2048.0,5e-05,1.0,lstm,sum,0.1,5.0,1235968029.0,61038621.0,2.6843396493307905,0.0448619659827376,0.7518265656276808,0.0412814015687779,0.7751408841368265,0.1092674800087616,2.561226758775257,0.1777408187216202,1.343652706408555,0.0335500199900198,0.7857520732056049,0.0225670908853238,0.6953178757773422,0.0573239785096777,2.0835648981537664,0.0951648806977185,1.3031440307799282,0.0136300899765958,BPI12,Llama3.2-1B,0.7518 ± 0.0413,0.7751 ± 0.1093,2.5612 ± 0.1777,1.3437 ± 0.0336,0.7858 ± 0.0226,0.6953 ± 0.0573,2.0836 ± 0.0952,1.3031 ± 0.0136,0.33344 ± 0.00072,Freezing-[0],,,
