backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,few_shot_k,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,persist_model,project_name,r,rnn_type,seed,strategy,wandb,weight_decay,id,name,_runtime,_timestamp,test_next_time_to_next_event_loss,y_true_pred_dump.y_pred_time_to_next_event,y_true_pred_dump.y_true_time_to_next_event,y_true_pred_dump.y_true_remaining_time,test_next_remaining_time_loss,y_true_pred_dump.y_pred_next_activity,y_true_pred_dump.y_true_next_activity,_wandb.runtime,y_true_pred_dump.y_pred_remaining_time,test_next_activity_acc,_step
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20PrepaidTravelCosts,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,41,concat,True,0.1,92sr1kve,northern-sponge-19,15.961181416,1764073268.5591516,0.7694125941264448,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.967134347575631,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.763,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20PrepaidTravelCosts,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,42,concat,True,0.1,fzrky937,atomic-terrain-20,16.390330172,1764073315.7866194,1.2916885631040351,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},1.0792448383392337,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.769,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20PrepaidTravelCosts,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,43,concat,True,0.1,xx2d1jsn,skilled-dew-21,16.350158609,1764073369.7219582,1.0456876364779233,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},1.0287252869463692,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.756,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20PrepaidTravelCosts,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,44,concat,True,0.1,r2bt95ft,fast-monkey-22,16.036715091,1764073422.2841449,1.291008187769818,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},1.1216851558644294,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.769,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20PrepaidTravelCosts,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,45,concat,True,0.1,0vp8a4py,toasty-gorge-23,15.858897992,1764073474.9759717,1.03345512539064,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},1.008212965633669,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.766,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20TravelPermitData,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,41,concat,True,0.1,km0yf1mn,likely-plant-24,15.980864522,1764073537.5271556,1.0734681537900046,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.9307489780101668,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.691,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20TravelPermitData,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,42,concat,True,0.1,3e06j5kf,astral-puddle-25,16.380494897,1764073601.0675695,0.9826125909848408,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.8471750071153175,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.6655,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20TravelPermitData,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,43,concat,True,0.1,9vvt71f1,zany-planet-26,16.047971385,1764073663.967646,0.9919623891427032,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.9969800174924623,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.6995,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20TravelPermitData,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,44,concat,True,0.1,f1ytldai,lemon-dust-27,16.30045196,1764073727.8827522,1.0717992345449907,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},1.0187612104194546,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.6935,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20TravelPermitData,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,45,concat,True,0.1,xh0o9jg7,elated-monkey-28,16.070670527,1764073792.2256565,1.0940331531707506,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.9788859828834836,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.685,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20RequestForPayment,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,41,concat,True,0.1,rztf3gke,sandy-breeze-29,15.979533442,1764073851.956161,0.8030729083669359,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.6628015027874766,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.744,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20RequestForPayment,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,42,concat,True,0.1,mabu5avp,dazzling-snowball-30,17.355544295,1764073911.803054,0.6185950628605124,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.6437938465371901,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},17,{'_type': 'histogram'},0.75,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20RequestForPayment,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,43,concat,True,0.1,x3tj2k34,deep-salad-31,16.066826813,1764073969.6837134,0.7144430124445031,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.5949675698969139,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},16,{'_type': 'histogram'},0.752,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20RequestForPayment,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,44,concat,True,0.1,8ju9b3hf,dry-lake-32,15.944908759,1764074028.2458267,0.6550074018429032,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.6445859037762905,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.7435,0
rnn,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,16,25,,,,5,32,BPI20RequestForPayment,,0.0001,saprpt,1,False,llm-peft-ppm_saprpt_baseline,,lstm,45,concat,True,0.1,rm9ey48z,chocolate-darkness-33,15.969138172,1764074086.6759057,0.769974862323086,{'_type': 'histogram'},{'_type': 'histogram'},{'_type': 'histogram'},0.6451539933155788,"{'_type': 'large-array', 'value': []}",{'_type': 'histogram'},15,{'_type': 'histogram'},0.7275,0
