log,backbone,Setting,total_params,trainable_params,trainable_percent,trainable_percent_fmt,total_params_fmt,"# params
(%trainable)",Dataset,Backbone_pretty
BPI12,llama32-1b,ZeroShot,1235968029.0,221213.0,0.017897954866921563,0.0%,1.2e+09,1.2e+09 (0.0%),BPI12,Llama3.2-1B
BPI12,majority,,1.0,1.0,100.0,100.0%,1.e+00,1.e+00 (100.0%),BPI12,Majority
BPI12,qwen25-05b,FewShot-Freezing,494099997.0,111133.0,0.02249200580343254,0.0%,4.9e+08,4.9e+08 (0.0%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,FewShot-LoRA,634871325.0,140838557.0,22.18379559038991,22.2%,6.3e+08,6.3e+08 (22.2%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,Freezing,494099997.0,111133.0,0.02249200580343254,0.0%,4.9e+08,4.9e+08 (0.0%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,"Freezing-[-1, -2]",494099997.0,29932317.0,6.057947213466589,6.1%,4.9e+08,4.9e+08 (6.1%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,Freezing-[-1],494099997.0,15021725.0,3.040219609635011,3.0%,4.9e+08,4.9e+08 (3.0%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,"Freezing-[0, 1]",494099997.0,29932317.0,6.057947213466589,6.1%,4.9e+08,4.9e+08 (6.1%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,Freezing-[0],494099997.0,15021725.0,3.040219609635011,3.0%,4.9e+08,4.9e+08 (3.0%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,LoRA,511696413.0,17663645.0,3.451977491192615,3.5%,5.1e+08,5.1e+08 (3.5%),BPI12,Qwen2.5-0.5B
BPI12,qwen25-05b,ZeroShot,494099997.0,111133.0,0.02249200580343254,0.0%,4.9e+08,4.9e+08 (0.0%),BPI12,Qwen2.5-0.5B
BPI12,rnn,,1337885.0,1337885.0,100.0,100.0%,1.3e+06,1.3e+06 (100.0%),BPI12,RNN
BPI12,transformer,,537245.0,537245.0,100.0,100.0%,5.4e+05,5.4e+05 (100.0%),BPI12,Transformer
